关系中文名称,关系英文名称,反关系中文名称,反关系英文名称,对象1中文名称,对象1英文名称,对象2中文名称,对象2英文名称
构成,constitutes,拆分,splitsinto,音乐偏好客户,CustomerswithPreferenceforMusicServices,高价值权益潜在需求客户,CustomerswithPotentialDemandforHighValueBenefits
构成,constitutes,拆分,splitsinto,餐饮美食偏好客户,CustomerswithPreferenceforCateringandFood,高价值权益潜在需求客户,CustomerswithPotentialDemandforHighValueBenefits
构成,constitutes,拆分,splitsinto,购物商超偏好客户,CustomerswithPreferenceforShoppingMallsandSupermarkets,高价值权益潜在需求客户,CustomerswithPotentialDemandforHighValueBenefits
构成,constitutes,拆分,splitsinto,出行偏好客户,CustomerswithPreferenceforTravelServices,高价值权益潜在需求客户,CustomerswithPotentialDemandforHighValueBenefits
构成,constitutes,拆分,splitsinto,新号无宽带客户规模量,ScaleofNewNumberCustomersWithoutBroadband,全球通宽带潜在客户数,PotentialGlobalSystemBroadbandCustomers
构成,constitutes,拆分,splitsinto,存号无宽客户规模量,ScaleofRetainedNumberCustomersWithoutBroadband,全球通宽带潜在客户数,PotentialGlobalSystemBroadbandCustomers
构成,constitutes,拆分,splitsinto,存宽迁移客户规模量,ScaleofExistingBroadbandMigrationCustomers,全球通宽带潜在客户数,PotentialGlobalSystemBroadbandCustomers
构成,constitutes,拆分,splitsinto,十年以上网龄客户,CustomerswithMoreThan10YearsofNetworkAge,终端换机潜在需求客户,CustomerswithPotentialDemandforTerminalReplacement
构成,constitutes,拆分,splitsinto,两年以上未换机客户,CustomersWhoHaveNotReplacedTerminalsforMoreThan2Years,终端换机潜在需求客户,CustomerswithPotentialDemandforTerminalReplacement
构成,constitutes,拆分,splitsinto,终端可营销客户,MarketableTerminalCustomers,终端换机潜在需求客户,CustomerswithPotentialDemandforTerminalReplacement
构成,constitutes,拆分,splitsinto,高价值权益潜在需求客户,CustomerswithPotentialDemandforHighValueBenefits,全球通权益潜在客户数,PotentialGlobalSystemPrivilegeCustomers
构成,constitutes,拆分,splitsinto,权益未活跃客户,InactiveBenefitCustomers,全球通权益潜在客户数,PotentialGlobalSystemPrivilegeCustomers
